,Unnamed: 0,Age,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Payday Loan,Credit-Builder Loan,Mortgage Loan,Debt Consolidation Loan,Student Loan,Home Equity Loan,Auto Loan,Personal Loan,Not Specified,Credit_Score,Payment_of_Min_Amount
4207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4210,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4211,,,,,,,,,,,,,,,,,705.2655762,,,,,,,,,,,,
4212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,,,,,,,,,,,,,,,,,622.3813575,,,,,,,,,,,,
4216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,,,,,,1439.0,,,,,,,,,,,,,,,,,,,,,,,
4218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,,,,,,,,,,,,1279.0,,,,,,,,,,,,,,,,,
4223,,,,,,547.0,,,,,,,,,,,,,,,,,,,,,,,
4224,,,,,,,,,,,,,,,,,788.1522686,,,,,,,,,,,,
4225,,,,,,,,,,,,,,,,,,1123.445875,,,,,,,,,,,
4226,,,,,,,,,,,,,,,,,848.9353715,,,,,,,,,,,,
4227,,,,,,,,,,,,,,,,,,1073.116868,,,,,,,,,,,
4228,,,,,,,,,,,,,,,,,,1046.394215,,,,,,,,,,,
4229,,,,,,,,,,,,,,,,,,1042.117886,,,,,,,,,,,
4230,,,,,,,,100.0,,,,,,,,,,1020.195699,,,,,,,,,,,
4231,,,,,,,,,,,,,,,,,882.9449517,,,,,,,,,,,,
4232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,,,5965773.0,,,,820.0,,,,,,,,,,,,,,,,,,,,,,
4235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,,,,,,,,,,,,,,,,7223.0,,,,,,,,,,,,,
4239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,,,166907.72,13788.97667,,,,,,,,,,,,509.357624,,981.6049083,,,,,,,,,,,
4241,,,166907.72,13788.97667,,,,,,,,,,,,509.357624,,951.8280757,,,,,,,,,,,
4242,,,166907.72,,,,,,,,,,,,,509.357624,,797.3197828,,,,,,,,,,,
4243,,,166907.72,13788.97667,,,,,,,,,,,,509.357624,,812.6549382,,,,,,,,,,,
4244,,,166907.72,13788.97667,,,,,,,,,,,,509.357624,10000.0,,,,,,,,,,,,
4245,,,166907.72,,,,,,,,,,,,,509.357624,,833.4643243,,,,,,,,,,,
4246,,,166907.72,13788.97667,,,,,,,,,,,,509.357624,921.6917757,,,,,,,,,,,,
4247,,,166907.72,,,,,,,,,,,,,509.357624,,,,,,,,,,,,,
4248,,,,,,,,100.0,,,,,4734.52,,,,,,,,,,,,,,,,
4249,,,,,,,,,,,,,4734.52,,,,,,,,,,,,,,,,
4250,,,,,,,,,,,,,4734.52,,,,,,,,,,,,,,,,
4251,,,,,,,,,,,,,4734.52,,,,,,,,,,,,,,,,
4252,,,,,,,,,,,,,4734.52,,,,,,,,,,,,,,,,
4253,,,,,,,,,,,,,4734.52,,,57220.0,,,,,,,,,,,,,
4254,,,,,,,,,,,,,4734.52,,,,,,,,,,,,,,,,
4255,,,,,1434.0,,,,,,,,4734.52,,,,,,,,,,,,,,,,
4256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4261,,,,,,,,,,,,,,,,,,809.7258299,,,,,,,,,,,
4262,,,,,,,,,,,,,,,,,622.295581,,,,,,,,,,,,
4263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,,,,,,1375.0,,,,,,,,,,,,,,,,,,,,,,,
4291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,,5645.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,,,,,,,,,,,,,,,,,754.0418138,,,,,,,,,,,,
4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,,,,,,,,,,,,,,,,,890.4221607,,,,,,,,,,,,
4314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,,-500.0,,,,,,,,,29.19,,,,,,,,,,,,,,,,,,
4321,,,,,,,,,,,29.19,,,,,,,,,,,,,,,,,,
4322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,,,,,,,,,,,29.19,,,,,,,,,,,,,,,,,,
4324,,,,,,,,,,,29.19,,,,,,,,,,,,,,,,,,
4325,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4326,,,,,,,,,,,29.19,,,,,,,,,,,,,,,,,,
4327,,,,,,,,,,,29.19,,,,,,,,,,,,,,,,,,
4328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,,,,,980.0,,,,,,,,,,,,,,,,,,,,,,,,
4344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,,,,,,,,,,,,,,,,,634.3890206,,,,,,,,,,,,
4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,,,,,,980.0,,,,,,,,,,,,,,,,,,,,,,,
4355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,,,,,,,1909.0,,,,,,,,,,10000.0,,,,,,,,,,,,
4357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,,,,,,,,,,,,,,,,63662.0,,,,,,,,,,,,,
4361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4366,,,,,,,348.0,,,,,,,,,,,,,,,,,,,,,,
4367,,,,,,,,,,,,,,,,,791.2957531,,,,,,,,,,,,
4368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,,,,,,,,,,3539.0,,,,,,,,,,,,,,,,,,,
4376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4378,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,,,,,,,,,,,,460.0,,,,,,,,,,,,,,,,,
4382,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
4383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,,,,,,,,,,,,1683.0,,,,,,,,,,,,,,,,,
4386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,,,,,,,,,,,,,,,,18081.0,,,,,,,,,,,,,
4392,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
4393,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
4394,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
4395,,,,,,,,,57.0,,,,,,,38080.0,,,,,,,,,,,,,
4396,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
4397,,,,,,,,100.0,57.0,,,,,,,,,,,,,,,,,,,,
4398,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
4399,,,,,,,,,57.0,,,,,,,,,,,,,,,,,,,,
4400,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,,,,,,,,,,,,,,,,21766.0,,,,,,,,,,,,,
4409,,,,,,,,,,,,304.0,,,,,,,,,,,,,,,,,
4410,,,,,,,,,,,,,,,,66258.0,759.9532269,,,,,,,,,,,,
4411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,,,,,,,,,,,,,,,,,582.8910746,,,,,,,,,,,,
4416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,,,,,,,,,,,,,,,,,852.2369637,,,,,,,,,,,,
4418,,,,,,,,100.0,,,,,,,,,753.6503076,,,,,,,,,,,,
4419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,,,,,,,,100.0,,,,,,,,,628.8307849,,,,,,,,,,,,
4421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4423,,,,,,,,,,3684.0,,,,,,,,,,,,,,,,,,,
4424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,,,,,,,,,,,,,,,,,751.3098424,,,,,,,,,,,,
4427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,,,,,,,,,,,,,,,,79257.0,,,,,,,,,,,,,
4430,,,,,1026.0,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,,,13187253.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,,,,,,,,,,,,,,,,,797.388128,,,,,,,,,,,,
4448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,,,,,526.0,,,,,,,,,,,,,,,,,,,,,,,,
4450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,,,19418092.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4462,,,,,,,,,,1823.0,,,,,,,,,,,,,,,,,,,
4463,,,15154025.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,,,,,,,,,,,,,4041.44,,,,,,,,,,,,,,,,
4465,,,,,,,,,,,,,4041.44,,,,,,,,,,,,,,,,
4466,,,,,,,,,,,,,4041.44,,,,,,,,,,,,,,,,
4467,,,,,,,,,,,,,4041.44,,,,,,,,,,,,,,,,
4468,,,,,,,,,,,,,4041.44,,,,,,,,,,,,,,,,
4469,,,,,,,,,,,,,4041.44,,,,,,,,,,,,,,,,
4470,,,,,,,,,,,,,4041.44,,,,,,,,,,,,,,,,
4471,,,,,,,,100.0,,,,,4041.44,,,2082.0,,,,,,,,,,,,,
4472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4484,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4488,,,,,,,,,,,,,,,,,,849.8490348,,,,,,,,,,,
4489,,,,,,,,,,,,,,,,,,814.256396,,,,,,,,,,,
4490,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491,,,,,,,,,,,,,,,,,,896.174853,,,,,,,,,,,
4492,,,,,,,,,,,,,,,,,,852.3252875,,,,,,,,,,,
4493,,,,,,,,,,,,,,,,,752.0535538,,,,,,,,,,,,
4494,,,,,,,,,,,,,,,,,599.0380913,,,,,,,,,,,,
4495,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4496,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4500,,,,,,,,,,,,,,,,52185.0,,,,,,,,,,,,,
4501,,,,,,,,,,,,,,,,13176.0,,,,,,,,,,,,,
4502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4505,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4517,,7425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4518,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4520,,7851.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4522,,,,,,,5397.0,,,,,,,,,,,,,,,,,,,,,,
4523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4531,,,,,,392.0,,,,,,,,,,,,,,,,,,,,,,,
4532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4533,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4537,,,,,,,,,,,,,,,,57380.0,,,,,,,,,,,,,
4538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4539,,-500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4541,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4544,,,,,,,,,,,,,,,,,,879.4850929,,,,,,,,,,,
4545,,,,,,569.0,,,,,,,,,,,,842.4466634,,,,,,,,,,,
4546,,,,,,,,,,,,,,,,,,1085.857301,,,,,,,,,,,
4547,,,,,,,,,,,,,,,,,,1065.905515,,,,,,,,,,,
4548,,,,,,,,,,,,,,,,,680.3032318,,,,,,,,,,,,
4549,,,,,,,,,,,,486.0,,,,,,970.420733,,,,,,,,,,,
4550,,,,,,,,,,,,,,,,,846.7173015,,,,,,,,,,,,
4551,,,,,,,,,,,,,,,,,,969.7796619,,,,,,,,,,,
4552,,,,,,1217.0,,,,,,,,,,,,,,,,,,,,,,,
4553,,2027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4554,,,19869959.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4568,,,,,,,1319.0,,,,,,,,,31220.0,,,,,,,,,,,,,
4569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4579,,,,,,,,,,,,,,,,,10000.0,,,,,,,,,,,,
4580,,6306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4584,,,,,,,,,,,,,,,,,1244.297099,,,,,,,,,,,,
4585,,,,,,,,,,,,,,,,,,945.2349238,,,,,,,,,,,
4586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4587,,,,,,,,,,,,,,,,,829.131841,,,,,,,,,,,,
4588,,,,,,,,,,,,,,,,,,1097.942393,,,,,,,,,,,
4589,,,,,,,,,,,,,,,,,,973.9298152,,,,,,,,,,,
4590,,,,,,,,,,,,,,,,,,947.2348735,,,,,,,,,,,
4591,,,,,,,,,,,,,,,,,,942.6864301,,,,,,,,,,,
4592,,,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4593,,835.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4607,,3513.0,,,,,,100.0,,,,,,,,,,,,,,,,,,,,,
4608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
